"Comparison","Difference","p-value","CI-Low","CI-High","p-value","CI-Low","CI-High"
"NZB/BlNJcontrol - BALB/cJfluoxetine","1.00975920721502","0.0828447235054956","-0.118435453562333","2.13795386799238","0.126104395740348","-0.247010605864606","2.26652902029466"
"NZB/BlNJfluoxetine - BALB/cJfluoxetine","-0.108295966006291","0.896118455862977","-1.23649062678365","1.01989869477107","0.912228774794394","-1.36506577908592","1.14847384707334"
"NZW/LacJcontrol - BALB/cJfluoxetine","2.1632228086011","0.000128951277526462","0.974001217901943","3.35244439930026","0.000557898637285341","0.850039064306405","3.4764065528958"
"NZW/LacJfluoxetine - BALB/cJfluoxetine","2.09249538943179","0.000218609927893578","0.903273798732631","3.28171698013095","0.000858777082139342","0.779311645137093","3.40567913372649"
"P/Jcontrol - BALB/cJfluoxetine","2.5572509189986","0.00000501820709116731","1.36802932829944","3.74647250969776","0.0000383097111935555","1.2440671747039","3.8704346632933"
"P/Jfluoxetine - BALB/cJfluoxetine","1.58173327942282","0.00398295424638255","0.453538618645462","2.70992794020018","0.0103931722318737","0.324963466343189","2.83850309250245"
"PL/Jcontrol - BALB/cJfluoxetine","2.10301000144654","0.000059807098260547","0.998569467549582","3.2074505353435","0.000362989063444166","0.8680393687104","3.33798063418268"
"PL/Jfluoxetine - BALB/cJfluoxetine","1.84204385034027","0.000484632856095887","0.737603316443314","2.94648438423723","0.00191291110385947","0.607073217604133","3.07701448307641"
"RIIIS/Jcontrol - BALB/cJfluoxetine","2.08058428548906","0.000239073443463929","0.891362694789901","3.26980587618822","0.000920943756504947","0.767400541194363","3.39376802978376"
"RIIIS/Jfluoxetine - BALB/cJfluoxetine","2.21274989470338","0.0000231056912951908","1.10830936080642","3.31719042860034","0.000171411178661098","0.977779261967244","3.44772052743952"
"SJL/Jcontrol - BALB/cJfluoxetine","2.58064843500975","0.00000113718826500186","1.4524537742324","3.70884309578711","0.0000140053266336709","1.32387862193012","3.83741824808939"
"SJL/Jfluoxetine - BALB/cJfluoxetine","-0.113099479656925","0.890551657556377","-1.24129414043428","1.01509518112043","0.907394201390509","-1.36986929273656","1.14367033342271"
"SM/Jcontrol - BALB/cJfluoxetine","2.09044073659401","0.000367730088536","0.861019107851348","3.31986236533668","0.00121843225254908","0.739803936703934","3.44107753648409"
"SM/Jfluoxetine - BALB/cJfluoxetine","0.893220457934846","0.15235308499933","-0.296001132764315","2.08244204863401","0.202912266618228","-0.419963286359853","2.20640420222954"
"SWR/Jcontrol - BALB/cJfluoxetine","2.38906827396057","0.00000436179289686756","1.28462774006361","3.49350880785753","0.0000448516370334699","1.15409764122443","3.62403890669671"
"SWR/Jfluoxetine - BALB/cJfluoxetine","2.52042758799759","0.0000012039080709026","1.41598705410063","3.62486812189454","0.0000161074573545388","1.28545695526145","3.75539822073373"
"BTBR T+ tf/Jfluoxetine - BTBR T+ tf/Jcontrol","-0.271796947303537","0.718925707658975","-1.4385075764199","0.894913681812827","0.756924005764951","-1.56410607734699","1.02051218273992"
"BUB/BnJcontrol - BTBR T+ tf/Jcontrol","0.914611697092232","0.178072699925786","-0.371040798879664","2.20026419306413","0.225089540675293","-0.488757753560257","2.31798114774472"
"BUB/BnJfluoxetine - BTBR T+ tf/Jcontrol","1.29224191870335","0.0410996408820515","0.0449757919430875","2.53950804546361","0.0662735771871238","-0.0750876584743287","2.65957149588103"
"C3H/HeJcontrol - BTBR T+ tf/Jcontrol","0.252285321803657","0.729236195440607","-0.863303416383869","1.36787405999118","0.766605488470948","-0.992904232621828","1.49747487622914"
"C3H/HeJfluoxetine - BTBR T+ tf/Jcontrol","0.256755339156578","0.72288485094872","-0.858833399030948","1.3723440773441","0.76196102543988","-0.988434215268908","1.50194489358206"
"C57BL/6Jcontrol - BTBR T+ tf/Jcontrol","0.415238916390702","0.544624569222086","-0.751471712725662","1.58194954550707","0.596100849483124","-0.877070213652755","1.70754804643416"
"C57BL/6Jfluoxetine - BTBR T+ tf/Jcontrol","0.276284112299741","0.734501923105226","-0.970982014460521","1.52355023906","0.767537479925486","-1.09104546487794","1.64361368947742"
"C57BLKS/Jcontrol - BTBR T+ tf/Jcontrol","-0.468097663192506","0.50604316026063","-1.68378230627038","0.747586979885364","0.556887024459357","-1.80591184788572","0.869716521500707"
"C57BLKS/Jfluoxetine - BTBR T+ tf/Jcontrol","-0.586634988434402","0.366934871384988","-1.75334561755077","0.580075640681963","0.427570388356341","-1.87894411847786","0.705674141609056"
"C57BR/cdJcontrol - BTBR T+ tf/Jcontrol","1.65005267438776","0.00221833238255545","0.534463936200236","2.76564141257529","0.00652831076396546","0.404863119962277","2.89524222881325"
"C57BR/cdJfluoxetine - BTBR T+ tf/Jcontrol","1.34492997988236","0.0212723099132604","0.178219350765993","2.51164060899872","0.0400897938136475","0.0526208498388998","2.63723910992581"
"C58/Jcontrol - BTBR T+ tf/Jcontrol","1.03496559529388","0.110734502579269","-0.21230053146638","2.28223172205414","0.152219858551969","-0.332363981883796","2.40229517247156"
"C58/Jfluoxetine - BTBR T+ tf/Jcontrol","0.794945699242247","0.23410748410876","-0.452320427518015","2.04221182600251","0.286974350977233","-0.572383877935432","2.16227527641992"
"CBA/Jcontrol - BTBR T+ tf/Jcontrol","0.218712387155896","0.766721568681146","-0.89687635103163","1.33430112534342","0.799011001022048","-1.02647716726959","1.46390194158138"
"CBA/Jfluoxetine - BTBR T+ tf/Jcontrol","0.455697858209869","0.487074319767892","-0.674733067716826","1.58612878413656","0.544094629152773","-0.803128996245269","1.71452471266501"
"CE/Jcontrol - BTBR T+ tf/Jcontrol","0.481550099003343","0.505421928453176","-0.765716027756919","1.7288162257636","0.555468487745311","-0.885779478174336","1.84887967618102"
"CE/Jfluoxetine - BTBR T+ tf/Jcontrol","0.663247670972044","0.296265382965707","-0.503462958144321","1.82995830008841","0.356400843583952","-0.629061459071414","1.9555568010155"
"DBA/2Jcontrol - BTBR T+ tf/Jcontrol","-0.772979625785676","0.175773597005272","-1.85314377683988","0.307184525268533","0.235703566272929","-1.98577257212249","0.439813320551136"
"DBA/2Jfluoxetine - BTBR T+ tf/Jcontrol","-1.54610824837656","0.00356703291824981","-2.63681083582478","-0.455405660928336","0.00997644138013419","-2.76851567954964","-0.323700817203473"
"FVB/NJcontrol - BTBR T+ tf/Jcontrol","1.20516174174416","0.0592999013563537","-0.0421043850161","2.45242786850442","0.0902379042838651","-0.162167835433516","2.57249131892184"
"FVB/NJfluoxetine - BTBR T+ tf/Jcontrol","0.964271632442322","0.138879400150544","-0.28299449431794","2.21153775920258","0.184953783972122","-0.403057944735357","2.33160120962"
"I/LnJcontrol - BTBR T+ tf/Jcontrol","0.177983036714616","0.825489812200929","-1.01123855398454","1.36720462741378","0.848004703879678","-1.13520070758008","1.49116678100931"
"I/LnJfluoxetine - BTBR T+ tf/Jcontrol","-0.627019391753369","0.383320826675774","-1.91267188772527","0.658633104218528","0.435617931232269","-2.03038884240586","0.77635005889912"
"LG/Jcontrol - BTBR T+ tf/Jcontrol","0.453118473381618","0.51082242237728","-0.736103117317542","1.64234006408078","0.563436045912335","-0.86006527091308","1.76630221767632"
"LG/Jfluoxetine - BTBR T+ tf/Jcontrol","-1.06773823875122","0.0990055682336463","-2.31500436551148","0.179527888009041","0.138711585104586","-2.4350678159289","0.299591338426457"
"LP/Jcontrol - BTBR T+ tf/Jcontrol","-0.544273427748653","0.44639095860038","-1.79153955450891","0.702992699011609","0.500062564047554","-1.91160300492633","0.823056149429025"
"LP/Jfluoxetine - BTBR T+ tf/Jcontrol","-1.61810183437745","0.00173410439101568","-2.68874893515071","-0.547454733604187","0.00574223720216078","-2.82222962789058","-0.413974040864321"
"MA/MyJcontrol - BTBR T+ tf/Jcontrol","1.13577367288077","0.0773588006606926","-0.111492453879496","2.38303979964103","0.113363738528673","-0.231555904296913","2.50310325005844"
"MA/MyJfluoxetine - BTBR T+ tf/Jcontrol","0.263029974777002","0.747878390249829","-0.98423615198326","1.51029610153726","0.779015044542678","-1.10429960240068","1.63035955195468"
"MRL/MpJcontrol - BTBR T+ tf/Jcontrol","0.87866780674129","0.159436149607522","-0.310553783957871","2.06788939744045","0.211115915888703","-0.434515937553409","2.19185155103599"
"MRL/MpJfluoxetine - BTBR T+ tf/Jcontrol","0.240128362660205","0.776266699111743","-1.04552413331169","1.5257808586321","0.804841001949745","-1.16324108799228","1.64349781331269"
"NOD/ShiLtJcontrol - BTBR T+ tf/Jcontrol","1.42246075746128","0.0163262037989683","0.233239166762115","2.61168234816044","0.0316576841541924","0.109277013166577","2.73564450175597"
"NOD/ShiLtJfluoxetine - BTBR T+ tf/Jcontrol","1.27776448081681","0.0335236506063141","0.088542890117649","2.46698607151597","0.0573374036729022","-0.0354192634778889","2.59094822511151"
"NOR/LtJcontrol - BTBR T+ tf/Jcontrol","1.27469952851041","0.0522934417845172","-0.0109529674614917","2.5603520244823","0.0792442647205553","-0.128669922142084","2.67806897916289"
"NOR/LtJfluoxetine - BTBR T+ tf/Jcontrol","1.36062541916351","0.0155878282437218","0.23019449323682","2.49105634509021","0.0320668653416755","0.101798564708376","2.61945227361865"
"NZB/BlNJcontrol - BTBR T+ tf/Jcontrol","-0.670793043722767","0.300337240334422","-1.86001463442193","0.518428546976393","0.358319101456016","-1.98397678801747","0.642390700571931"
"NZB/BlNJfluoxetine - BTBR T+ tf/Jcontrol","-1.78884821694408","0.00183114223803356","-2.97806980764324","-0.599626626244923","0.00499223058035381","-3.10203196123878","-0.475664472649385"
"NZW/LacJcontrol - BTBR T+ tf/Jcontrol","0.482670557663311","0.505077615894986","-0.764595569096951","1.72993668442357","0.555376089588863","-0.884659019514367","1.85000013484099"
"NZW/LacJfluoxetine - BTBR T+ tf/Jcontrol","0.411943138493999","0.579818982462365","-0.835322988266263","1.65920926525426","0.625467242580087","-0.955386438683679","1.77927271567168"
"P/Jcontrol - BTBR T+ tf/Jcontrol","0.876698668060806","0.184436608917477","-0.370567458699456","2.12396479482107","0.233758495792545","-0.490630909116872","2.24402824523848"
"P/Jfluoxetine - BTBR T+ tf/Jcontrol","-0.0988189715149721","0.916143864991488","-1.28804056221413","1.09040261918419","0.929005002709308","-1.41200271580967","1.21436477277973"
"PL/Jcontrol - BTBR T+ tf/Jcontrol","0.422457750508748","0.536747408589846","-0.744252878607617","1.58916837962511","0.588317031527532","-0.86985137953471","1.7147668805522"
"PL/Jfluoxetine - BTBR T+ tf/Jcontrol","0.16149159940248","0.843334164846433","-1.00521902971388","1.32820222851884","0.865460524677822","-1.13081753064098","1.45380072944594"
"RIIIS/Jcontrol - BTBR T+ tf/Jcontrol","0.400032034551269","0.592705037962164","-0.847234092208993","1.64729816131153","0.63646479857041","-0.967297542626409","1.76736161172895"
"RIIIS/Jfluoxetine - BTBR T+ tf/Jcontrol","0.532197643765591","0.421384645837196","-0.634512985350773","1.69890827288196","0.479873560589146","-0.760111486277866","1.82450677380905"
"SJL/Jcontrol - BTBR T+ tf/Jcontrol","0.900096184071961","0.149307077351156","-0.2891254066272","2.08931777477112","0.198568015352255","-0.413087560222738","2.21327992836666"
"SJL/Jfluoxetine - BTBR T+ tf/Jcontrol","-1.79365173059472","0.0017730959388451","-2.98287332129388","-0.604430139895557","0.00486804428686786","-3.10683547488942","-0.480467986300019"
"SM/Jcontrol - BTBR T+ tf/Jcontrol","0.409888485656219","0.594796060737975","-0.875764010315677","1.69554098162812","0.63662075570472","-0.99348096499627","1.81325793630871"
"SM/Jfluoxetine - BTBR T+ tf/Jcontrol","-0.787331793002946","0.238621139958173","-2.03459791976321","0.459934333757316","0.292476358448261","-2.15466137018062","0.579997784174732"
"SWR/Jcontrol - BTBR T+ tf/Jcontrol","0.708516023022774","0.258733314164287","-0.45819460609359","1.87522665213914","0.317808793846694","-0.583793107020683","2.00082515306623"
"SWR/Jfluoxetine - BTBR T+ tf/Jcontrol","0.839875337059793","0.172596000920876","-0.326835292056572","2.00658596617616","0.226161506669521","-0.452433792983665","2.13218446710325"
"BUB/BnJcontrol - BTBR T+ tf/Jfluoxetine","1.18640864439577","0.0547157943644191","-0.0212515899120111","2.39406887870355","0.0860480497789016","-0.143926772212298","2.51674406100384"
"BUB/BnJfluoxetine - BTBR T+ tf/Jfluoxetine","1.56403886600689","0.00620394867270774","0.397328236890522","2.73074949512325","0.0142385067313246","0.271729735963429","2.85634799605034"
"C3H/HeJcontrol - BTBR T+ tf/Jfluoxetine","0.524082269107194","0.357729587314915","-0.500651420150846","1.54881595836523","0.429992338952883","-0.638488683795301","1.68665322200969"
"C3H/HeJfluoxetine - BTBR T+ tf/Jfluoxetine","0.528552286460115","0.353259334818247","-0.496181402797925","1.55328597571816","0.426431761112693","-0.63401866644238","1.69112323936261"
"C57BL/6Jcontrol - BTBR T+ tf/Jfluoxetine","0.68703586369424","0.235011429230899","-0.393128287359969","1.76720001474845","0.301206333554613","-0.525757082642572","1.89982881003105"
"C57BL/6Jfluoxetine - BTBR T+ tf/Jfluoxetine","0.548081059603279","0.405300218321394","-0.618629569513086","1.71479168871964","0.465117852210293","-0.744228070440179","1.84039018964674"
"C57BLKS/Jcontrol - BTBR T+ tf/Jfluoxetine","-0.196300715888969","0.795522325358687","-1.32918643499082","0.936585003212885","0.823930351394086","-1.45738655886359","1.06478512708566"
"C57BLKS/Jfluoxetine - BTBR T+ tf/Jfluoxetine","-0.314838041130864","0.632958204640789","-1.39500219218507","0.765326109923344","0.684580464421793","-1.52763098746768","0.897954905205947"
"C57BR/cdJcontrol - BTBR T+ tf/Jfluoxetine","1.9218496216913","0.00007798179873125","0.897115932433259","2.94658331094934","0.000550858647085611","0.759278668788804","3.08442057459379"
"C57BR/cdJfluoxetine - BTBR T+ tf/Jfluoxetine","1.61672692718589","0.00193192700156471","0.536562776131685","2.6968910782401","0.00617901848126558","0.403933980849082","2.82951987352271"
"C58/Jcontrol - BTBR T+ tf/Jfluoxetine","1.30676254259742","0.0258613546769841","0.140051913481055","2.47347317171378","0.0470390644393762","0.0144534125539617","2.59907167264088"
"C58/Jfluoxetine - BTBR T+ tf/Jfluoxetine","1.06674264654578","0.0761521009076084","-0.0999679825705806","2.23345327566215","0.11514997141687","-0.225566483497674","2.35905177658924"
"CBA/Jcontrol - BTBR T+ tf/Jfluoxetine","0.490509334459433","0.393827485313211","-0.534224354798607","1.51524302371747","0.467025990469433","-0.672061618443062","1.65308028736193"
"CBA/Jfluoxetine - BTBR T+ tf/Jfluoxetine","0.727494805513406","0.186972189464142","-0.31337741499257","1.76836702601938","0.252827751741276","-0.449635187085971","1.90462479811278"
"CE/Jcontrol - BTBR T+ tf/Jfluoxetine","0.75334704630688","0.226657078886563","-0.413363582809484","1.92005767542324","0.285106146107708","-0.538962083736577","2.04565617635034"
"CE/Jfluoxetine - BTBR T+ tf/Jfluoxetine","0.935044618275581","0.0953353287059555","-0.145119532778628","2.01520876932979","0.143861875258033","-0.277748328061231","2.14783756461239"
"DBA/2Jcontrol - BTBR T+ tf/Jfluoxetine","-0.501182678482138","0.361178405937866","-1.48723313071682","0.484867773752541","0.437066778856266","-1.62908503076662","0.62671967380234"
"DBA/2Jfluoxetine - BTBR T+ tf/Jfluoxetine","-1.27431130107302","0.00965069127538033","-2.27189489927209","-0.276727702873952","0.0254331581723635","-2.41251480573953","-0.136107796406505"
"FVB/NJcontrol - BTBR T+ tf/Jfluoxetine","1.4769586890477","0.0104025423970591","0.310248059931335","2.64366931816406","0.0220153708022053","0.184649559004242","2.76926781909116"
"FVB/NJfluoxetine - BTBR T+ tf/Jfluoxetine","1.23606857974586","0.0363736003579994","0.0693579506294946","2.40277920886222","0.0626500239732661","-0.0562405502975984","2.52837770978932"
"I/LnJcontrol - BTBR T+ tf/Jfluoxetine","0.449779984018153","0.481423705218437","-0.654660549878805","1.55422051791511","0.541713692535474","-0.785190648717987","1.68475061675429"
"I/LnJfluoxetine - BTBR T+ tf/Jfluoxetine","-0.355222444449832","0.629370617288661","-1.56288267875761","0.852437789857949","0.672475854931279","-1.6855578610579","0.975112972158235"
"LG/Jcontrol - BTBR T+ tf/Jfluoxetine","0.724915420685156","0.219024396056059","-0.379525113211803","1.82935595458211","0.280775999772993","-0.510055212050984","1.9598860534213"
"LG/Jfluoxetine - BTBR T+ tf/Jfluoxetine","-0.795941291447684","0.198528973826534","-1.96265192056405","0.37076933766868","0.254957024731698","-2.08825042149114","0.496367838595773"
"LP/Jcontrol - BTBR T+ tf/Jfluoxetine","-0.272476480445116","0.718291272631061","-1.43918710956148","0.894234148671248","0.756382887842978","-1.56478561048857","1.01983264959834"
"LP/Jfluoxetine - BTBR T+ tf/Jfluoxetine","-1.34630488707391","0.00468266981823393","-2.32192064931013","-0.370689124837698","0.0149809564752335","-2.46491399900309","-0.227695775144736"
"MA/MyJcontrol - BTBR T+ tf/Jfluoxetine","1.4075706201843","0.015355418755128","0.240859991067939","2.57428124930067","0.030533554262366","0.115261490140846","2.69987975022776"
"MA/MyJfluoxetine - BTBR T+ tf/Jfluoxetine","0.534826922080539","0.418305835212247","-0.631883707035825","1.7015375511969","0.477616703499784","-0.757482207962918","1.827136052124"
"MRL/MpJcontrol - BTBR T+ tf/Jfluoxetine","1.15046475404483","0.0399565691233008","0.0460242201478682","2.25490528794179","0.070253893791908","-0.0845058786913131","2.38543538678097"
"MRL/MpJfluoxetine - BTBR T+ tf/Jfluoxetine","0.511925309963742","0.460522080467476","-0.695734924344039","1.71958554427152","0.516356616323208","-0.818410106644325","1.84226072657181"
"NOD/ShiLtJcontrol - BTBR T+ tf/Jfluoxetine","1.69425770476481","0.00144547333631312","0.589817170867854","2.79869823866177","0.00468721429751825","0.459287072028673","2.92922833750095"
"NOD/ShiLtJfluoxetine - BTBR T+ tf/Jfluoxetine","1.54956142812035","0.00396460564230797","0.445120894223388","2.6540019620173","0.0106288394531228","0.314590795384207","2.78453206085649"
"NOR/LtJcontrol - BTBR T+ tf/Jfluoxetine","1.54649647581394","0.00946483625678186","0.338836241506161","2.75415671012172","0.0195266545220411","0.216161059205875","2.87683189242201"
"NOR/LtJfluoxetine - BTBR T+ tf/Jfluoxetine","1.63242236646705","0.00109328679556462","0.591550145961075","2.67329458697303","0.00422276417333374","0.455292373867674","2.80955235906643"
"NZB/BlNJcontrol - BTBR T+ tf/Jfluoxetine","-0.39899609641923","0.537487419671121","-1.50343663031619","0.705444437477728","0.593596722904857","-1.63396672915537","0.83597453631691"
"NZB/BlNJfluoxetine - BTBR T+ tf/Jfluoxetine","-1.51705126964055","0.00488674866687542","-2.6214918035375","-0.412610735743588","0.0126455685673189","-2.75202190237669","-0.282080636904406"
"NZW/LacJcontrol - BTBR T+ tf/Jfluoxetine","0.754467504966848","0.226141551983832","-0.412243124149516","1.92117813408321","0.284318746310814","-0.537841625076609","2.04677663501031"
"NZW/LacJfluoxetine - BTBR T+ tf/Jfluoxetine","0.683740085797536","0.278952806479674","-0.482970543318828","1.8504507149139","0.339391370877454","-0.608569044245921","1.97604921584099"
"P/Jcontrol - BTBR T+ tf/Jfluoxetine","1.14849561536434","0.0542113222276745","-0.0182150137520212","2.31520624448071","0.0873225705698011","-0.143813514679114","2.4408047454078"
"P/Jfluoxetine - BTBR T+ tf/Jfluoxetine","0.172977975788565","0.816055589126529","-0.931462558108394","1.27741850968552","0.843027960930659","-1.06199265694757","1.4079486085247"
"PL/Jcontrol - BTBR T+ tf/Jfluoxetine","0.694254697812285","0.229256524853063","-0.385909453241924","1.77441884886649","0.294943942332117","-0.518538248524527","1.9070476441491"
"PL/Jfluoxetine - BTBR T+ tf/Jfluoxetine","0.433288546706017","0.488598024378628","-0.646875604348191","1.51345269776023","0.550811737486091","-0.779504399630794","1.64608149304283"
"RIIIS/Jcontrol - BTBR T+ tf/Jfluoxetine","0.671828981854806","0.289222204346143","-0.494881647261558","1.83853961097117","0.348765019758111","-0.620480148188651","1.96413811189826"
"RIIIS/Jfluoxetine - BTBR T+ tf/Jfluoxetine","0.803994591069128","0.156681277709295","-0.276169559985081","1.88415874212334","0.215626478121528","-0.408798355267684","2.01678753740594"
"SJL/Jcontrol - BTBR T+ tf/Jfluoxetine","1.1718931313755","0.0360506258120246","0.0674525974785396","2.27633366527246","0.0651638520730624","-0.0630775013606417","2.40686376411164"
"SJL/Jfluoxetine - BTBR T+ tf/Jfluoxetine","-1.52185478329118","0.00474885712025313","-2.62629531718814","-0.417414249394222","0.0123352606986363","-2.75682541602732","-0.28688415055504"
"SM/Jcontrol - BTBR T+ tf/Jfluoxetine","0.681685432959756","0.300299390842121","-0.525974801348024","1.88934566726754","0.356987748581211","-0.648649983648311","2.01202084956782"
"SM/Jfluoxetine - BTBR T+ tf/Jfluoxetine","-0.515534845699409","0.43984493619481","-1.68224547481577","0.651175783416955","0.498680866883454","-1.80784397574287","0.776774284344048"
"SWR/Jcontrol - BTBR T+ tf/Jfluoxetine","0.980312970326311","0.078418262067134","-0.0998511807278974","2.06047712138052","0.123652510486775","-0.232479976010501","2.19310591666312"
"SWR/Jfluoxetine - BTBR T+ tf/Jfluoxetine","1.11167228436333","0.0426071044152102","0.0315081333091209","2.19183643541754","0.0756283349733936","-0.101120661973482","2.32446523070014"
"BUB/BnJfluoxetine - BUB/BnJcontrol","0.377630221611117","0.629687285200208","-0.90802227436078","1.66328271758301","0.669880715519628","-1.02573922904137","1.78099967226361"
"C3H/HeJcontrol - BUB/BnJcontrol","-0.662326375288575","0.293044072343483","-1.82067337951747","0.496020628940321","0.353654650077318","-1.94689880732788","0.622246056750728"
"C3H/HeJfluoxetine - BUB/BnJcontrol","-0.657856357935654","0.296671695038382","-1.81620336216455","0.500490646293241","0.356987748581211","-1.94242878997496","0.626716074103649"
"C57BL/6Jcontrol - BUB/BnJcontrol","-0.49937278070153","0.473426868282196","-1.70703301500931","0.708287453606251","0.526457808137741","-1.8297081973096","0.830962635906537"
"C57BL/6Jfluoxetine - BUB/BnJcontrol","-0.638327584792491","0.373630451842145","-1.92398008076439","0.647324911179406","0.426881112306939","-2.04169703544498","0.765041865859998"
"C57BLKS/Jcontrol - BUB/BnJcontrol","-1.38270936028474","0.0286259291723493","-2.63774669074571","-0.127672029823771","0.048411434437673","-2.75732093357226","-0.00809778699722008"
"C57BLKS/Jfluoxetine - BUB/BnJcontrol","-1.50124668552663","0.012160512438813","-2.70890691983441","-0.293586451218853","0.024008327057438","-2.8315821021347","-0.170911268918567"
"C57BR/cdJcontrol - BUB/BnJcontrol","0.73544097729553","0.235757095639803","-0.422906026933366","1.89378798152443","0.294943942332117","-0.549131454743773","2.02001340933483"
"C57BR/cdJfluoxetine - BUB/BnJcontrol","0.430318282790125","0.544624569222086","-0.777341951517656","1.63797851709791","0.593596722904857","-0.900017133817943","1.76065369939819"
"C58/Jcontrol - BUB/BnJcontrol","0.120353898201649","0.900208448921036","-1.16529859777025","1.40600639417355","0.912651282551796","-1.28301555245084","1.52372334885414"
"C58/Jfluoxetine - BUB/BnJcontrol","-0.119665997849986","0.900370664776118","-1.40531849382188","1.16598649812191","0.913068045088522","-1.52303544850247","1.2837034528025"
"CBA/Jcontrol - BUB/BnJcontrol","-0.695899309936337","0.264319113350666","-1.85424631416523","0.462447694292559","0.324625972025807","-1.98047174197564","0.588673122102966"
"CBA/Jfluoxetine - BUB/BnJcontrol","-0.458913838882363","0.500094631315194","-1.63156196501684","0.713734287252116","0.555148434020031","-1.75672171660296","0.838894038838233"
"CE/Jcontrol - BUB/BnJcontrol","-0.43306159808889","0.572348060677416","-1.71871409406079","0.852590897883007","0.615380985502009","-1.83643104874138","0.970307852563599"
"CE/Jfluoxetine - BUB/BnJcontrol","-0.251364026120189","0.752226326240333","-1.45902426042797","0.956296208187592","0.783312250081166","-1.58169944272826","1.07897139048788"
"DBA/2Jcontrol - BUB/BnJcontrol","-1.68759132287791","0.00187008965351222","-2.81186181642378","-0.563320829332035","0.0056231748459463","-2.94075344025552","-0.4344292055003"
"DBA/2Jfluoxetine - BUB/BnJcontrol","-2.46071994546879","0.00000409534223715736","-3.59511920662046","-1.32632068431712","0.0000383310205700796","-3.72319908812603","-1.19824080281155"
"FVB/NJcontrol - BUB/BnJcontrol","0.29055004465193","0.729236195440607","-0.995102451319967","1.57620254062383","0.761218671998905","-1.11281940600056","1.69391949530442"
"FVB/NJfluoxetine - BUB/BnJcontrol","0.0496599353500893","0.961098245488114","-1.23599256062181","1.33531243132199","0.967453364586567","-1.3537095153024","1.45302938600258"
"I/LnJcontrol - BUB/BnJcontrol","-0.736628660377616","0.265641171001794","-1.96605028912028","0.492792968365047","0.320607559025259","-2.08726546026769","0.614008139512462"
"I/LnJfluoxetine - BUB/BnJcontrol","-1.5416310888456","0.0197667436985229","-2.86455659311029","-0.21870558458091","0.0338513792326083","-2.98015488726824","-0.10310729042296"
"LG/Jcontrol - BUB/BnJcontrol","-0.461493223710614","0.518799419387878","-1.69091485245328","0.76792840503205","0.56754751340679","-1.81213002360069","0.889143576179464"
"LG/Jfluoxetine - BUB/BnJcontrol","-1.98234993584345","0.0013594042147115","-3.26800243181535","-0.696697439871557","0.00340263079407165","-3.38571938649594","-0.578980485190964"
"LP/Jcontrol - BUB/BnJcontrol","-1.45888512484089","0.0236940126082936","-2.74453762081278","-0.173232628868989","0.0403124540145007","-2.86225457549337","-0.0555156741883964"
"LP/Jfluoxetine - BUB/BnJcontrol","-2.53271353146968","0.00000136653308861189","-3.64784346283616","-1.4175836001032","0.000016938189236023","-3.77748210792047","-1.2879449550189"
"MA/MyJcontrol - BUB/BnJcontrol","0.221161975788533","0.796300138182688","-1.06449052018336","1.50681447176043","0.822534219090492","-1.18220747486396","1.62453142644102"
"MA/MyJfluoxetine - BUB/BnJcontrol","-0.65158172231523","0.362369160749948","-1.93723421828713","0.634070773656666","0.416007637277502","-2.05495117296772","0.751787728337259"
"MRL/MpJcontrol - BUB/BnJcontrol","-0.0359438903509428","0.970342355088415","-1.26536551909361","1.19347773839172","0.974398853553385","-1.38658069024102","1.31469290953914"
"MRL/MpJfluoxetine - BUB/BnJcontrol","-0.674483334432028","0.359618308680555","-1.99740883869672","0.648442169832664","0.410421792594905","-2.11300713285467","0.764040463990614"
"NOD/ShiLtJcontrol - BUB/BnJcontrol","0.507849060369043","0.473426868282196","-0.721572568373621","1.73727068911171","0.526239836477002","-0.842787739521035","1.85848586025912"
"NOD/ShiLtJfluoxetine - BUB/BnJcontrol","0.363152783724577","0.628172860905333","-0.866268845018086","1.59257441246724","0.669880715519628","-0.987484016165501","1.71378958361466"
"NOR/LtJcontrol - BUB/BnJcontrol","0.360087831418173","0.661662098650852","-0.962837672846519","1.68301333568286","0.699178327039968","-1.07843596700447","1.79861162984081"
"NOR/LtJfluoxetine - BUB/BnJcontrol","0.446013722071282","0.511567519663435","-0.726634404063198","1.61866184820576","0.564606883600429","-0.851794155649314","1.74382159979188"
"NZB/BlNJcontrol - BUB/BnJcontrol","-1.585404740815","0.00890062209975789","-2.81482636955766","-0.355983112072336","0.0181203358090593","-2.93604154070508","-0.234767940924922"
"NZB/BlNJfluoxetine - BUB/BnJcontrol","-2.70345991403632","0.0000029478461262938","-3.93288154277898","-1.47403828529365","0.0000220692679323261","-4.05409671392639","-1.35282311414624"
"NZW/LacJcontrol - BUB/BnJcontrol","-0.431941139428921","0.573477064790683","-1.71759363540082","0.853711356542975","0.616432995172891","-1.83531059008141","0.971428311223568"
"NZW/LacJfluoxetine - BUB/BnJcontrol","-0.502668558598234","0.500318585909948","-1.78832105457013","0.782983937373663","0.550651221987628","-1.90603800925072","0.900700892054255"
"P/Jcontrol - BUB/BnJcontrol","-0.0379130290314265","0.970342355088415","-1.32356552500332","1.24773946694047","0.974205106517991","-1.44128247968392","1.36545642162106"
